"Url_suurEelnou"	"Url_vaikeEelnou"	"Id_custom"	"Tyyp_custom"	"Staatus"	"Akti_valjaandja"	"Akti_liik"	"Pealkiri"	"Reg_nr"	"Koostaja"	"Koostamise_kp"	"Ettekandja"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CC5001C1101?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CA00026F09A?OpenDocument"	"108"	"Väike eelnõu"	"Lõpetatud"	"Tartu Linnavalitsus"	"Istungi protokolli kantav otsus"	"Tartu Linnavolikogu määruse ""Ametiisikute huvide kontrollimine"" eelnõu esitamine"	"LV-IP-0105"	"Jüri Mölder"	"19.03.2014"	"Jüri Mölder"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CA200232A13?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257DD200719704C2257C46002761D4?OpenDocument"	"111"	"Väike eelnõu"	"Lõpetatud"	"Tartu Linnavalitsus"	"Istungi protokolli kantav otsus"	"Tartu Linnavolikogu määruse ""Sillale nime määramine"" eelnõu esitamine"	"LV-IP-0321"	"Teet Sarnik"	"19.12.2013"	"Urmas Ahven"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CA20023228C?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257C89007B29BA?OpenDocument"	"112"	"Väike eelnõu"	"Lõpetatud"	"Tartu Linnavalitsus"	"Istungi protokolli kantav otsus"	"Tartu Linnavolikogule määruse „Tartu Lasteaed Naerumaa põhimäärus” eelnõu esitamine"	"LV-IP-0078"	"Kairit Peekman"	"25.02.2014"	"Riho Raave"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CA20023187C?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257C680065D1D6?OpenDocument"	"113"	"Väike eelnõu"	"Lõpetatud"	"Tartu Linnavalitsus"	"Istungi protokolli kantav otsus"	"Tartu Linnavolikogule määruse „Tartu Kristjan Jaak Petersoni Gümnaasiumi põhimäärus” eelnõu esitamine"	"LV-IP-0033"	"Kairit Peekman"	"22.01.2014"	"Riho Raave"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257C8600202689?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257C540055E8FE?OpenDocument"	"114"	"Väike eelnõu"	"Lõpetatud"	"Tartu Linnavalitsus"	"Istungi protokolli kantav otsus"	"Tartu Linnavolikogule määruse „Tartu Kutsehariduskeskuse põhimäärus” eelnõu esitamine"	"LV-IP-0004"	"Kairit Peekman"	"02.01.2014"	"Riho Raave"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257C8600201BD0?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257C6900323EAD?OpenDocument"	"115"	"Väike eelnõu"	"Lõpetatud"	"Tartu Linnavalitsus"	"Istungi protokolli kantav otsus"	"Tartu Linnavolikogule määruse ""Tartu Linnavolikogu 25. aprilli 2002. a määruse nr 108 ""Vältimatu sotsiaalabi osutamise kord"" kehtetuks tunnistamine"" eelnõu esitamine"	"LV-IP-0035"	"Kätlin Kolk"	"23.01.2014"	""
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257DD200719704C2257C4700266C5C?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257DD200719704C2257C2E004E4C89?OpenDocument"	"116"	"Väike eelnõu"	"Lõpetatud"	"Tartu Linnavalitsus"	"Istungi protokolli kantav otsus"	"Tartu Linnavolikogu määruse ""Tartu linna ehitusmäärus"" esitamine"	"LV-IP-0292"	"Marili Jõesuu"	"25.11.2013"	"Anneli Apuhtin"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257DD200719704C2257C47002664A6?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257DD200719704C2257C2A00365255?OpenDocument"	"117"	"Väike eelnõu"	"Lõpetatud"	"Tartu Linnavalitsus"	"Istungi protokolli kantav otsus"	"Tartu Linnavolikogu määruse ""Tartu Linnavolikogu 18. detsembri 2003. a määruse nr 52 „Kaevetööde eeskiri"" muutmine"" eelnõu esitamine"	"LV-IP-0289"	"Helle Uusorg"	"21.11.2013"	"Raimond Tamm"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257DD200719704C2257C47002659F5?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257DD200719704C2257C12004D2077?OpenDocument"	"118"	"Väike eelnõu"	"Lõpetatud"	"Tartu Linnavalitsus"	"Istungi protokolli kantav otsus"	"Tartu Linnavolikogule määruse ""Tartu Linnavolikogu 11. novembri 2010. a määruse nr 23 ""Perearstidele toetuse andmise kord"" muutmine"" eelnõu esitamine"	"LV-IP-0279"	"Kätlin Kolk"	"28.10.2013"	"Sirje Kree"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257DD200719704C2257C4700265092?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257DD200719704C2257C350040A729?OpenDocument"	"119"	"Väike eelnõu"	"Lõpetatud"	"Tartu Linnavalitsus"	"Istungi protokolli kantav otsus"	"Tartu Linnavolikogule määruse „Tartu linna munitsipaalpõhikooli ja -gümnaasiumi vastuvõtu tingimused ja kord” eelnõu esitamine"	"LV-IP-0302"	"Kairit Peekman"	"02.12.2013"	"Riho Raave"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257DD200719704C2257C4700264238?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257DD200719704C2257C290035190E?OpenDocument"	"120"	"Väike eelnõu"	"Lõpetatud"	"Tartu Linnavalitsus"	"Istungi protokolli kantav otsus"	"Tartu Linnavolikogu määruse ""Tartu linna 2014. aasta eelarve"" eelnõu esitamine"	"LV-IP-0286"	"Külli Lust"	"20.11.2013"	"Külli Lust"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257DD200719704C2257C470026396D?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257DD200719704C2257BF00049975D?OpenDocument"	"121"	"Väike eelnõu"	"Lõpetatud"	"Tartu Linnavalitsus"	"Istungi protokolli kantav otsus"	"Tartu Linnavolikogu määruse eelnõu ""Maamaksumäära kehtestamine 2014. aastaks"" esitamine"	"LV-IP-0266"	"Riho Sulp"	"24.09.2013"	"Urmas Ahven"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257DD200719704C2257C39002375D4?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257DD200719704C2257C1C002E145B?OpenDocument"	"122"	"Väike eelnõu"	"Lõpetatud"	"Tartu Linnavalitsus"	"Istungi protokolli kantav otsus"	"Tartu Linnavolikogu määruse eelnõu ""Reklaamimaks"" esitamine"	"LV-IP-0282"	"Anneli Apuhtin"	"07.11.2013"	"Anneli Apuhtin"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G6CF8DA994C527827C225804C001B588B?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GF7E9E21C33931C83C225802C002D9C97?OpenDocument"	"123"	"Väike eelnõu"	"Lõpetatud"	"Tartu Linnavalitsus"	"Istungi protokolli kantav otsus"	"Tartu Linnavolikogule otsuse ""Loa andmine avaliku bussiliiniveo riigihanke korraldamiseks"" eelnõu esitamine"	"LV-IP-0223"	"Madis Oona"	"12.09.2016"	"Rein Haak"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G6248AFE05209A9E6C225804C001B4F00?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GD42AEABC8CA2A5C6C22580190048653B?OpenDocument"	"124"	"Väike eelnõu"	"Lõpetatud"	"Tartu Linnavalitsus"	"Istungi protokolli kantav otsus"	"Linnavolikogu otsuse ""Loa andmine riigihanke ""Tugiisiku teenus 2017-2019"" korraldamiseks esitamine"	"LV-IP-0214"	"Signe Leibak"	"24.08.2016"	"Sirje Kree"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GA8996F3BB1FE5FB5C225804C001B1948?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G05BC6E0E3C2922D5C225801900480261?OpenDocument"	"125"	"Väike eelnõu"	"Lõpetatud"	"Tartu Linnavalitsus"	"Istungi protokolli kantav otsus"	"Linnavolikogu otsuse ""Loa andmine riigihanke ""Perekülastusteenus 2017-2020"" korraldamiseks'' eelnõu esitamine"	"LV-IP-0213"	"Signe Leibak"	"24.08.2016"	"Sirje Kree"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GEA4D16045FAA5593C225804C001AE52E?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G6E5DB8DB31897784C2257FCA002A0493?OpenDocument"	"126"	"Väike eelnõu"	"Lõpetatud"	"Tartu Linnavalitsus"	"Istungi protokolli kantav otsus"	"Tartu Linnavolikogu otsuse ""Loa andmine Eesti Rahva Muuseumiga äriruumi üürilepingu sõlmimiseks"" eelnõu esitamine"	"LV-IP-0167"	"Eva Lääne"	"06.06.2016"	"Kunnar Jürgenson"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GE32A55B65A354A18C2258030001A2AD8?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GAB2143660AB15E7FC2257FD10052166B?OpenDocument"	"127"	"Väike eelnõu"	"Lõpetatud"	"Tartu Linnavalitsus"	"Istungi protokolli kantav otsus"	"Maa-ala Vaksali tänav T45 munitsipaalomandisse taotlemine"	"LV-IP-0182"	"Jelena Lindmäe"	"13.06.2016"	"Urmas Ahven"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GA392DA983EAD85BDC2258030001A22AD?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GE4E65F13B6C43FB7C2257FD2002CE807?OpenDocument"	"128"	"Väike eelnõu"	"Lõpetatud"	"Tartu Linnavalitsus"	"Istungi protokolli kantav otsus"	"Tartu Linnavolikogule otsuse ""Maa-alade Timuti tn 56, Aardla tänav T26 ja Vaksali tänav T36 munitsipaalomandisse taotlemine"" eelnõu esitamine"	"LV-IP-0183"	"Jelena Lindmäe"	"14.06.2016"	"Urmas Ahven"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G9FC78F703F4A1BF0C2258030001A1A68?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G9E96ABCD0090F73CC225800A002F5ECA?OpenDocument"	"129"	"Väike eelnõu"	"Lõpetatud"	"Tartu Linnavalitsus"	"Istungi protokolli kantav otsus"	"Linnavolikogu otsuse ""Loa andmine riigihanke ""Tartu linna haldushoonete koristusteenus ostmine 01.01.2017.a - 31.12.2019.a."" korraldamiseks"" eelnõu esitamine"	"LV-IP-0201"	"Eva Lääne"	"09.08.2016"	"Kunnar Jürgenson"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GDA868A70304F8116C2258030001A11A5?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G1F6EC47BA1E6CE02C225800A0040D24A?OpenDocument"	"130"	"Väike eelnõu"	"Lõpetatud"	"Tartu Linnavalitsus"	"Istungi protokolli kantav otsus"	"Linnavolikogu otsuse ""Loa andmine riigihanke ""Tartu linnale vara- ja üldise tsiviilvastutuskindlustuse ostmine 01.01.2017 - 31.12.2019"" korraldamiseks"" eelnõu esitamine"	"LV-IP-0203"	"Eva Lääne"	"09.08.2016"	"Kunnar Jürgenson"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G4846BA4A54C437F1C2258030001A086F?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G671C41802D43EDE9C225800A0038833C?OpenDocument"	"131"	"Väike eelnõu"	"Lõpetatud"	"Tartu Linnavalitsus"	"Istungi protokolli kantav otsus"	"Linnavolikogu otsuse ""Loa andmine riigihanke ""Autokütuse ostmine 01.01.2017. a kuni 31.12.2019. a"" korraldamiseks"" eelnõu esitamine"	"LV-IP-0202"	"Eva Lääne"	"09.08.2016"	"Kunnar Jürgenson"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G83E96366BE6E2470C22580300019FEC5?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GE20482006EEAE671C225801A002CAA20?OpenDocument"	"132"	"Väike eelnõu"	"Lõpetatud"	"Tartu Linnavalitsus"	"Istungi protokolli kantav otsus"	"Tartu Linnavolikogu otsuse ""Loa andmine L. Koidula ja J.V. Jannseni platsi tööprojekti koostamise ja skulptuuri rajamise väljakuulutamiseta läbirääkimistega hanke korraldamiseks"" eelnõu esitamine"	"LV-IP-0216"	"Tõnis Arjus"	"25.08.2016"	"Tõnis Arjus"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GAFDB258ED367CF6DC22580300019DFF1?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G7CE9DFC1E32BE45AC2257FF5002710DB?OpenDocument"	"133"	"Väike eelnõu"	"Lõpetatud"	"Tartu Linnavalitsus"	"Istungi protokolli kantav otsus"	"Tartu Linnavolikogu otsuse ""Loa andmine Tartu ühistranspordi liinivõrgu analüüsi teostamiseks ja liinivõrgu optimeerimiseks riigihanke korraldamiseks"" eelnõu esitamine"	"LV-IP-0190"	"Jaanus Tamm"	"19.07.2016"	"Valvo Semilarski"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G3C62F909AE730B32C22580300019D85F?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G98E247188F80E16AC2258005002D23AC?OpenDocument"	"134"	"Väike eelnõu"	"Lõpetatud"	"Tartu Linnavalitsus"	"Istungi protokolli kantav otsus"	"Tartu Linnavolikogu otsuse ""Loa andmine riigihanke korraldamiseks"" eelnõu esitamine"	"LV-IP-0196"	"Riina Lill"	"04.08.2016"	"Rein Haak"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G76D9EC01076B7E2FC22580300019CF35?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G08FD8E0690EC1792C225801900473EEF?OpenDocument"	"135"	"Väike eelnõu"	"Lõpetatud"	"Tartu Linnavalitsus"	"Istungi protokolli kantav otsus"	"Linnavolikogu otsuse ""Loa andmine riigihanke ""Vältimatu sotsiaalabi teenus 2017-2019"" korraldamiseks"" eelnõu esitamine"	"LV-IP-0212"	"Signe Leibak"	"24.08.2016"	"Sirje Kree"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G346AF862FE83DE28C22580300019C682?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G1BECDFEC2916BB2BC225801900465AA3?OpenDocument"	"136"	"Väike eelnõu"	"Lõpetatud"	"Tartu Linnavalitsus"	"Istungi protokolli kantav otsus"	"Linnavolikogu otsuse ""Loa andmine riigihanke ""Viipekeele tõlketeenus 2017-2018"" korraldamiseks"" eelnõu esitamine"	"LV-IP-0211"	"Signe Leibak"	"24.08.2016"	"Sirje Kree"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G084E8C484D7D4CC2C2258030001997D1?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G7F061BFE2A212B1DC2257FE6003CD02A?OpenDocument"	"137"	"Väike eelnõu"	"Lõpetatud"	"Tartu Linnavalitsus"	"Istungi protokolli kantav otsus"	"Tartu Linnavolikogule otsuse ""Tartumaa maakonnaplaneeringu ja keskkonnamõju strateegilise hindamise aruande kooskõlastamine"" eelnõu esitamine"	"LV-IP-0189"	"Jaanika Koppel"	"04.07.2016"	"Urmas Ahven"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G17262E4E6C229D49C22580300019848F?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G93EE5E1EEC23EBB2C225800B00227FC2?OpenDocument"	"138"	"Väike eelnõu"	"Lõpetatud"	"Tartu Linnavalitsus"	"Istungi protokolli kantav otsus"	"Tartu Linnavolikogule otsuse ""Kalda tee 1c ja Ihaste tee 3 kruntide detailplaneeringu vastuvõtmine ja avalikule väljapanekule suunamine"" eelnõu esitamine"	"LV-IP-0204"	"Liis Randmets"	"10.08.2016"	"Urmas Ahven"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G49C7FD51A273EA93C225803000197817?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G321C85FB42B755F3C22580170029303A?OpenDocument"	"139"	"Väike eelnõu"	"Lõpetatud"	"Tartu Linnavalitsus"	"Istungi protokolli kantav otsus"	"Tartu Linnavolikogule otsuse ""Ilmatsalu tn 11 krundi detailplaneeringu kehtestamine"" eelnõu esitamine"	"LV-IP-0207"	"Liis Randmets"	"22.08.2016"	"Urmas Ahven"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GFB6E8FE79562E546C2257FE3001FAA77?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G7E1871C50556CD82C2257FBE0047C811?OpenDocument"	"140"	"Väike eelnõu"	"Lõpetatud"	"Tartu Linnavalitsus"	"Istungi protokolli kantav otsus"	"Tartu Linnavolikogule otsuse ""Tartu Linnavolikogu otsuste kehtetuks tunnistamine"" eelnõu"	"LV-IP-0158"	"Kairit Peekman"	"25.05.2016"	"Riho Raave"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GDD407B16D46AE4C4C2257FE3001F73C0?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GF373C3E4163AAEBAC2257FD4002A93B6?OpenDocument"	"141"	"Väike eelnõu"	"Lõpetatud"	"Tartu Linnavalitsus"	"Istungi protokolli kantav otsus"	"Loa andmine riigihanke korraldamiseks"	"LV-IP-0185"	"Riina Lill"	"16.06.2016"	"Rein Haak"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GDA13293653CAAF71C2257FE3001F68AF?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G8A65AE7E66A37145C2257FCB0021AB35?OpenDocument"	"142"	"Väike eelnõu"	"Lõpetatud"	"Tartu Linnavalitsus"	"Istungi protokolli kantav otsus"	"Linnavolikogu otsuse ""Loa andmine riigihanke ""Lossi tn 2 ja Vabaduse pst 8 tualettide rent ja hooldus"" korraldamiseks"" esitamine"	"LV-IP-0170"	"Eda Põldma"	"07.06.2016"	"Rein Haak"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GDAC040C632DE5654C2257FE3001F5F72?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G2490758C787BA09DC2257FCD0060EAFA?OpenDocument"	"143"	"Väike eelnõu"	"Lõpetatud"	"Tartu Linnavalitsus"	"Istungi protokolli kantav otsus"	"Tartu Linnavolikogu otsuse ""Loa andmine 5. augustil 2010. a sõlmitud Tartu linna bussiliiniveo avaliku teenindamise lepingu pikendamiseks"" eelnõu esitamine"	"LV-IP-0175"	"Anneli Apuhtin"	"09.06.2016"	"Valvo Semilarski"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G51D53E6CBCB6CC65C2257FE3001F52F5?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G3F608AE39C5A07BEC2257FCD004BC6B4?OpenDocument"	"144"	"Väike eelnõu"	"Lõpetatud"	"Tartu Linnavalitsus"	"Istungi protokolli kantav otsus"	"Raeremmelga tn 7 maa munitsipaalomandisse taotlemine"	"LV-IP-0174"	"Jelena Lindmäe"	"09.06.2016"	"Urmas Ahven"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G2621810B0A35F375C2257FE3001F4AD0?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G2D5DE9F71DE6AFF1C2257FB50027C85F?OpenDocument"	"145"	"Väike eelnõu"	"Lõpetatud"	"Tartu Linnavalitsus"	"Istungi protokolli kantav otsus"	"Tartu Linnavolikogule otsuse ""Tartu kesklinna üldplaneeringu kehtestamine"" eelnõu esitamine"	"LV-IP-0141"	"Jaanika Koppel"	"16.05.2016"	"Urmas Ahven"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G62CAAD6B62298183C2257FE3001F40DC?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G92640CF20FA7C9D2C2257FAE004D90A5?OpenDocument"	"146"	"Väike eelnõu"	"Lõpetatud"	"Tartu Linnavalitsus"	"Istungi protokolli kantav otsus"	"Tartu Linnavolikogule otsuse ""Aruküla tee 8 krundi detailplaneeringu koostamise algatamine ja lähteseisukohtade kinnitamine ning keskkonnamõju strateegilise hindamise algatamata jätmine"" eelnõu esitamine"	"LV-IP-0135"	"Aire Priks"	"09.05.2016"	"Urmas Ahven"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G44A2F3D86A41BF50C2257FE3001F389A?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GDCDA9E904C958261C2257FAB0037C977?OpenDocument"	"147"	"Väike eelnõu"	"Lõpetatud"	"Tartu Linnavalitsus"	"Istungi protokolli kantav otsus"	"Tartu Linnavolikogule otsuse ""Ilmatsalu tn 11 krundi detailplaneeringu vastuvõtmine ja avalikule väljapanekule suunamine"" eelnõu esitamine"	"LV-IP-0132"	"Liis Randmets"	"06.05.2016"	"Urmas Ahven"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G11B271FC66B991AEC2257FE3001F2FAE?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G6F3A8A82AE295D22C2257FA000225620?OpenDocument"	"148"	"Väike eelnõu"	"Lõpetatud"	"Tartu Linnavalitsus"	"Istungi protokolli kantav otsus"	"Tartu Linnavolikogule otsuse ""Suur kaar 54A krundi detailplaneeringu osaline kehtetuks tunnistamine Tamme pst 36 krundi osas"" eelnõu esitamine"	"LV-IP-0122"	"Ave Elken"	"02.06.2016"	"Urmas Ahven"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G533513B3611D3A1FC2257FE3001F2638?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2D1FCE4911CDB04C2257FC40027998F?OpenDocument"	"149"	"Väike eelnõu"	"Lõpetatud"	"Tartu Linnavalitsus"	"Istungi protokolli kantav otsus"	"Tartu Linnavolikogule otsuse ""Riia tn 18 krundi detailplaneeringu kehtestamine"" eelnõu esitamine"	"LV-IP-0162"	"Liis Randmets"	"31.05.2016"	"Urmas Ahven"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GE2448F5B4C717BC0C2257FCE001F789C?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G30621D26B7E829EFC2257FB6002EB418?OpenDocument"	"150"	"Väike eelnõu"	"Lõpetatud"	"Tartu Linnavalitsus"	"Istungi protokolli kantav otsus"	"Tartu linna 2015. a majandusaasta aruanne ja Tartu linna arengukava 2015. a ülesannete täitmise aruanne"	"LV-IP-0144"	"Marje Kinko"	"17.05.2016"	"Jarno Laur  ja Kajar Lember"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G8FBD99ADB983C5F8C2257FCE001F6FE6?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G6763C2F124581D89C2257F9900496C69?OpenDocument"	"151"	"Väike eelnõu"	"Lõpetatud"	"Tartu Linnavalitsus"	"Istungi protokolli kantav otsus"	"Tartu Linnavolikogu otsuse ""Tartu linna arengukava muutmisettepanekute ja eelarvestrateegia projekti heakskiitmine ning avalikule väljapanekule suunamine"" eelnõu esitamine"	"LV-IP-0111"	"Imbi Lang"	"18.04.2016"	"Urmas Ahven"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GB811B37729C37243C2257FCE001F1846?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G34C23D7FF8A1C7A7C2257FB8001C3F1D?OpenDocument"	"152"	"Väike eelnõu"	"Lõpetatud"	"Tartu Linnavalitsus"	"Istungi protokolli kantav otsus"	"Tartu Linnavolikogu otsuse ""Loa andmine OÜga Erinmets äriruumi üürilepingu sõlmimiseks"" eelnõu esitamine"	"LV-IP-0148"	""	"19.05.2016"	"Jüri Mölder"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G20EAC8178449C0C6C2257FCE001F0F7E?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G2DE6259FA7E0B029C2257FB5002A57BA?OpenDocument"	"153"	"Väike eelnõu"	"Lõpetatud"	"Tartu Linnavalitsus"	"Istungi protokolli kantav otsus"	"Tartu Linnavolikogu otsuse ""Loa andmine projektis ""Tartu Raatuse Kooli õppehoone rekonstrueerimine"" osalemiseks"" eelnõu esitamine"	"LV-IP-0142"	"Liisi Park"	"22.05.2016"	"Kunnar Jürgenson"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G5232DB4DC54B4D85C2257FCE001F076D?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G8959C79246736569C2257FB90025C2A2?OpenDocument"	"154"	"Väike eelnõu"	"Lõpetatud"	"Tartu Linnavalitsus"	"Istungi protokolli kantav otsus"	"Tartu Linnavolikogu otsuse ""Loa andmine riigihanke korraldamiseks Tartu Jaan Poska Gümnaasiumile loodusainete labori sisustuse ostmiseks"" eelnõu esitamine"	"LV-IP-0154"	""	"20.05.2016"	"Riho Raave"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G489321FB6344C154C2257FCE001EFEC7?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G7EE87FFA0E8B78B0C2257FB9002DC013?OpenDocument"	"155"	"Väike eelnõu"	"Lõpetatud"	"Tartu Linnavalitsus"	"Istungi protokolli kantav otsus"	"Linnavolikogu otsuse ""Loa andmine välisabi vahenditega rahastatavas projektis ""Euroopa Kosmoseagentuuri äriinkubaatori tegevuse toetamine aastatel 2017-2021"" osalemiseks"" esitamine"	"LV-IP-0155"	"Liisi Park"	"20.05.2016"	""
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G21E21C46793632D6C2257FCE001E8C4D?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G8519D066B6C63A67C2257FB8002726CE?OpenDocument"	"156"	"Väike eelnõu"	"Lõpetatud"	"Tartu Linnavalitsus"	"Istungi protokolli kantav otsus"	"Tartu Linnavolikogule otsuse ""Küütri tn 5 krundi detailplaneeringu kehtestamine"" eelnõu esitamine"	"LV-IP-0149"	"Ave Elken"	"19.05.2016"	"Urmas Ahven"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G4F01617F268736FAC2257FCE001E83FF?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GB488D6077F3FE157C2257FB7002D25AD?OpenDocument"	"157"	"Väike eelnõu"	"Lõpetatud"	"Tartu Linnavalitsus"	"Istungi protokolli kantav otsus"	"Tartu Linnavolikogule otsuse ""J. Kuperjanovi tn 8 krundi detailplaneeringu kehtestamine"" eelnõu esitamine"	"LV-IP-0147"	"Ave Elken"	"18.05.2016"	"Urmas Ahven"
